Country Name,TimePeriod,Indicator,Subgroup,DataValue
India,2017,"6.6.1: Percentage of blocks/mandals/taluka over-exploited, (in percentage)",Total,17
India,2019-20,7.1.1: Percentage of households electrified,Total,99.77
India,2015-16 ,7.1.2: Percentage of households using clean cooking fuel,Total,62.83
India,2016-17,7.1.2: Percentage of households using clean cooking fuel,Total,74.16
India,2017-18,7.1.2: Percentage of households using clean cooking fuel,Total,82.49
India,2018-19,7.1.2: Percentage of households using clean cooking fuel,Total,97.95
India,2019-20,7.1.2: Percentage of households using clean cooking fuel,Total,102.11
India,2020-21,7.1.2: Percentage of households using clean cooking fuel,Total,100.87
India,2015-16,7.2.1: Renewable energy share in the total installed electricity generation,Total,13.4
India,2016-17,7.2.1: Renewable energy share in the total installed electricity generation,Total,15.5
India,2017-18,7.2.1: Renewable energy share in the total installed electricity generation,Total,17.7
India,2018-19 ,7.2.1: Renewable energy share in the total installed electricity generation,Total,19.2
India,2015-16,"7.3.1: Energy intensity measured in terms of primary energy and GDP, (in mega joules per rupee)",Total,0.2072
India,2016-17,"7.3.1: Energy intensity measured in terms of primary energy and GDP, (in mega joules per rupee)",Total,0.191
India,2017-18,"7.3.1: Energy intensity measured in terms of primary energy and GDP, (in mega joules per rupee)",Total,0.1814
India,2018-19,"7.3.1: Energy intensity measured in terms of primary energy and GDP, (in mega joules per rupee)",Total,0.1719
India,2015,7.b.1: Installed renewable energy generating capacity in the country(in watts per capita) (similar to 12.a.1),Total,63.68
India,2016,7.b.1: Installed renewable energy generating capacity in the country(in watts per capita) (similar to 12.a.1),Total,69.51
India,2017,7.b.1: Installed renewable energy generating capacity in the country(in watts per capita) (similar to 12.a.1),Total,78.73
India,2018,7.b.1: Installed renewable energy generating capacity in the country(in watts per capita) (similar to 12.a.1),Total,87.6
India,2019,7.b.1: Installed renewable energy generating capacity in the country(in watts per capita) (similar to 12.a.1),Total,93.3
India,2015-16,8.1.1: Annual growth rate of GDP (adjusted to price changes) per capita,Total,6.6
India,2016-17,8.1.1: Annual growth rate of GDP (adjusted to price changes) per capita,Total,6.9
India,2017-18,8.1.1: Annual growth rate of GDP (adjusted to price changes) per capita,Total,5.6
India,2018-19,8.1.1: Annual growth rate of GDP (adjusted to price changes) per capita,Total,5.5
India,2019-20,8.1.1: Annual growth rate of GDP (adjusted to price changes) per capita,Total,3
India,2020-21,8.1.1: Annual growth rate of GDP (adjusted to price changes) per capita,Total,-8.2
India,2015-16,"8.10.1 (a): Number of banking outlets per 1,00,000 population, (b) Automated Teller Machines (ATMs) per 1,00,000 population",Banking Outlets,59.9
India,2016-17,"8.10.1 (a): Number of banking outlets per 1,00,000 population, (b) Automated Teller Machines (ATMs) per 1,00,000 population",Banking Outlets,60.5
India,2017-18,"8.10.1 (a): Number of banking outlets per 1,00,000 population, (b) Automated Teller Machines (ATMs) per 1,00,000 population",Banking Outlets,60.9
India,2018-19,"8.10.1 (a): Number of banking outlets per 1,00,000 population, (b) Automated Teller Machines (ATMs) per 1,00,000 population",Banking Outlets,85.4
India,2019-20,"8.10.1 (a): Number of banking outlets per 1,00,000 population, (b) Automated Teller Machines (ATMs) per 1,00,000 population",Banking Outlets,98.8
India,2015-16,"8.10.1 (a): Number of banking outlets per 1,00,000 population, (b) Automated Teller Machines (ATMs) per 1,00,000 population",ATMs,16.5
India,2016-17,"8.10.1 (a): Number of banking outlets per 1,00,000 population, (b) Automated Teller Machines (ATMs) per 1,00,000 population",ATMs,17.1
India,2017-18,"8.10.1 (a): Number of banking outlets per 1,00,000 population, (b) Automated Teller Machines (ATMs) per 1,00,000 population",ATMs,16.9
India,2018-19,"8.10.1 (a): Number of banking outlets per 1,00,000 population, (b) Automated Teller Machines (ATMs) per 1,00,000 population",ATMs,16.7
India,2019-20,"8.10.1 (a): Number of banking outlets per 1,00,000 population, (b) Automated Teller Machines (ATMs) per 1,00,000 population",ATMs,17.5
India,2015-16,"8.10.2: Number of accounts (include deposit and credit accounts) of scheduled commercial banks per 1,000 population",Total,1408
India,2016-17,"8.10.2: Number of accounts (include deposit and credit accounts) of scheduled commercial banks per 1,000 population",Total,1538
India,2017-18,"8.10.2: Number of accounts (include deposit and credit accounts) of scheduled commercial banks per 1,000 population",Total,1605
India,2018-19,"8.10.2: Number of accounts (include deposit and credit accounts) of scheduled commercial banks per 1,000 population",Total,1660
India,2019-20,"8.10.2: Number of accounts (include deposit and credit accounts) of scheduled commercial banks per 1,000 population",Total,1744
India,2018-19,8.2.1: Annual growth rate of real GDP per employed person,Total,3.35
India,2015-16,"8.2.2: Total number of patents issued (granted), (similar to Indicator 8.3.2 and 9.5.3) )",Total,6326
India,2016-17,"8.2.2: Total number of patents issued (granted), (similar to Indicator 8.3.2 and 9.5.3) )",Total,9847
India,2017-18,"8.2.2: Total number of patents issued (granted), (similar to Indicator 8.3.2 and 9.5.3) )",Total,13045
India,2018-19,"8.2.2: Total number of patents issued (granted), (similar to Indicator 8.3.2 and 9.5.3) )",Total,15283
India,2019-20,"8.2.2: Total number of patents issued (granted), (similar to Indicator 8.3.2 and 9.5.3) )",Total,24936
India,2020-21,"8.2.2: Total number of patents issued (granted), (similar to Indicator 8.3.2 and 9.5.3) )",Total,28391
India,2015-16,8.2.3: Annual growth in manufacturing sector,Manufacturing,13.1
India,2016-17,8.2.3: Annual growth in manufacturing sector,Manufacturing,7.9
India,2017-18,8.2.3: Annual growth in manufacturing sector,Manufacturing,7.5
India,2018-19,8.2.3: Annual growth in manufacturing sector,Manufacturing,5.3
India,2019-20,8.2.3: Annual growth in manufacturing sector,Manufacturing,-2.4
India,2020-21,8.2.3: Annual growth in manufacturing sector,Manufacturing,-7.2
India,2015-16,8.2.4: Annual growth in agriculture sector,"Agriculture, forestry and fishing",0.6
India,2016-17,8.2.4: Annual growth in agriculture sector,"Agriculture, forestry and fishing",6.8
India,2017-18,8.2.4: Annual growth in agriculture sector,"Agriculture, forestry and fishing",6.6
India,2018-19,8.2.4: Annual growth in agriculture sector,"Agriculture, forestry and fishing",2.6
India,2019-20,8.2.4: Annual growth in agriculture sector,"Agriculture, forestry and fishing",4.3
India,2020-21,8.2.4: Annual growth in agriculture sector,"Agriculture, forestry and fishing",3.6
India,2017-18,8.3.1: Percentage of workers in informal sector among total workers engaged in non - agriculture sector,Total Person,68.2
India,2018-19,8.3.1: Percentage of workers in informal sector among total workers engaged in non - agriculture sector,Total Person,68.4
India,2015-16,"8.3.2: Total number of patents issued (granted), (similar to Indicator 8.2.2 and 9.5.3) )",Total,6326
India,2016-17,"8.3.2: Total number of patents issued (granted), (similar to Indicator 8.2.2 and 9.5.3) )",Total,9847
India,2017-18,"8.3.2: Total number of patents issued (granted), (similar to Indicator 8.2.2 and 9.5.3) )",Total,13045
India,2018-19,"8.3.2: Total number of patents issued (granted), (similar to Indicator 8.2.2 and 9.5.3) )",Total,15283
India,2019-20,"8.3.2: Total number of patents issued (granted), (similar to Indicator 8.2.2 and 9.5.3) )",Total,24936
India,2020-21,"8.3.2: Total number of patents issued (granted), (similar to Indicator 8.2.2 and 9.5.3) )",Total,28391
India,2015-16,8.3.3: Outstanding Credit to MSME,Total,1216007.09
India,2016-17,8.3.3: Outstanding Credit to MSME,Total,1296398.83
India,2017-18,8.3.3: Outstanding Credit to MSME,Total,1324239.34
India,2018-19,8.3.3: Outstanding Credit to MSME,Total,1510650.54
India,2019-20,8.3.3: Outstanding Credit to MSME,Total,1613582.17
India,2016-17,8.3.4: Number of MSME units registered under the online Udyog Aadhaar registration,Total,2373195
India,2017-18,8.3.4: Number of MSME units registered under the online Udyog Aadhaar registration,Total,1517617
India,2018-19,8.3.4: Number of MSME units registered under the online Udyog Aadhaar registration,Total,2123262
India,2019-20,8.3.4: Number of MSME units registered under the online Udyog Aadhaar registration,Total,2564468
India,2016,8.3.5: Number of start-ups recognized under Start-up India,Total,502
India,2017,8.3.5: Number of start-ups recognized under Start-up India,Total,5383
India,2018,8.3.5: Number of start-ups recognized under Start-up India,Total,8932
India,2019,8.3.5: Number of start-ups recognized under Start-up India,Total,11627
India,2020,8.3.5: Number of start-ups recognized under Start-up India,Total,14742
India,2017-18,8.4.1: Proportion of waste recycled vs. waste generated,Total,0.51
India,2018-19,8.4.1: Proportion of waste recycled vs. waste generated,Total,0.56
India,2015-16,"8.4.2: Per capita fossil fuel consumption, (in Kg.)",Total,136.9
India,2016-17,"8.4.2: Per capita fossil fuel consumption, (in Kg.)",Total,141.5
India,2017-18,"8.4.2: Per capita fossil fuel consumption, (in Kg.)",Total,149.7
India,2018-19,"8.4.2: Per capita fossil fuel consumption, (in Kg.)",Total,157.3
India,2019-20,"8.4.2: Per capita fossil fuel consumption, (in Kg.)",Total,157.5
India,2020-21,"8.4.2: Per capita fossil fuel consumption, (in Kg.)",Total,142.7
India,2017-18,"8.5.1: Average hourly earnings of employees, by sex, age, occupation",Total Person,50
India,2018-19,"8.5.1: Average hourly earnings of employees, by sex, age, occupation",Total Person,53
India,2017-18,8.5.2: Unemployment rate,Total Person,6.1
India,2018-19,8.5.2: Unemployment rate,Total Person,5.8
India,2015,"8.7.1: Human trafficking cases per 10,00,000 population.",Total,5.46
India,2016,"8.7.1: Human trafficking cases per 10,00,000 population.",Total,6.38
India,2017,"8.7.1: Human trafficking cases per 10,00,000 population.",Total,2.21
India,2018,"8.7.1: Human trafficking cases per 10,00,000 population.",Total,1.72
India,2019,"8.7.1: Human trafficking cases per 10,00,000 population.",Total,1.69
India,2015,8.7.2: Number of Missing Children (similar to Indicator 16.2.3),Total,60443
India,2016,8.7.2: Number of Missing Children (similar to Indicator 16.2.3),Total,63407
India,2017,8.7.2: Number of Missing Children (similar to Indicator 16.2.3),Total,63349
India,2018,8.7.2: Number of Missing Children (similar to Indicator 16.2.3),Total,67134
India,2019,8.7.2: Number of Missing Children (similar to Indicator 16.2.3),Total,73138
India,2015,8.8.1: Number of accidents in factories,Total,21364
India,2016,8.8.1: Number of accidents in factories,Total,6556
India,2017,8.8.1: Number of accidents in factories,Total,5950
India,2018,8.8.1: Number of accidents in factories,Total,5476
India,2011,"8.8.2: Percentage of migrant workers, (in percentage)",Total ,42.6
India,2015-16,8.8.3: Percentage of households receiving social protection benefits under Mahatma Gandhi National Rural Employment Guarantee Act (MGNREGA),Total,36.72
India,2016-17,8.8.3: Percentage of households receiving social protection benefits under Mahatma Gandhi National Rural Employment Guarantee Act (MGNREGA),Total,39.87
India,2017-18,8.8.3: Percentage of households receiving social protection benefits under Mahatma Gandhi National Rural Employment Guarantee Act (MGNREGA),Total,39.88
India,2018-19,8.8.3: Percentage of households receiving social protection benefits under Mahatma Gandhi National Rural Employment Guarantee Act (MGNREGA),Total,39.46
India,2019-20,8.8.3: Percentage of households receiving social protection benefits under Mahatma Gandhi National Rural Employment Guarantee Act (MGNREGA),Total,39.05
India,2015-16 ,8.9.1: Direct contribution of Tourism to total GDP and in growth rate (in percentage),Total share in GDP (in %),2.65
India,2016-17 ,8.9.1: Direct contribution of Tourism to total GDP and in growth rate (in percentage),Total share in GDP (in %),2.62
India,2016-17 ,8.9.1: Direct contribution of Tourism to total GDP and in growth rate (in percentage),Growth Rate,10.68
India,2017-18,8.9.1: Direct contribution of Tourism to total GDP and in growth rate (in percentage),Total share in GDP (in %),2.61
India,2017-18,8.9.1: Direct contribution of Tourism to total GDP and in growth rate (in percentage),Growth Rate,10.72
India,2018-19,8.9.1: Direct contribution of Tourism to total GDP and in growth rate (in percentage),Total share in GDP (in %),2.6
India,2018-19,8.9.1: Direct contribution of Tourism to total GDP and in growth rate (in percentage),Growth Rate,10.12
India,2019-20,8.9.1: Direct contribution of Tourism to total GDP and in growth rate (in percentage),Total share in GDP (in %),2.68
India,2019-20,8.9.1: Direct contribution of Tourism to total GDP and in growth rate (in percentage),Growth Rate,10.92
India,2016,8.9.2: Percentage change in number of visits by tourists (domestic and foreign) over previous years,Total,12.7
India,2017,8.9.2: Percentage change in number of visits by tourists (domestic and foreign) over previous years,Total,2.7
India,2018,8.9.2: Percentage change in number of visits by tourists (domestic and foreign) over previous years,Total,11.8
India,2019,8.9.2: Percentage change in number of visits by tourists (domestic and foreign) over previous years,Total,25
India,2020,8.9.2: Percentage change in number of visits by tourists (domestic and foreign) over previous years,Total,-73.8
India,2019,"8.b.1: Existence of a developed and operationalized national strategy for youth employment, as a distinct strategy or as part of a national employment strategy",Total,Yes
India,2015-16,"9.1.2: Passenger and freight volumes, by mode of transport",Road Passengers,15428
India,2016-17,"9.1.2: Passenger and freight volumes, by mode of transport",Road Passengers,17832
India,2015-16,"9.1.2: Passenger and freight volumes, by mode of transport",Road Freight,2027.4
India,2016-17,"9.1.2: Passenger and freight volumes, by mode of transport",Road Freight,2260.2
India,2015-16,"9.1.2: Passenger and freight volumes, by mode of transport",Railways Passengers,8107
India,2016-17,"9.1.2: Passenger and freight volumes, by mode of transport",Railways Passengers,8116
India,2017-18,"9.1.2: Passenger and freight volumes, by mode of transport",Railways Passengers,8286
India,2018-19,"9.1.2: Passenger and freight volumes, by mode of transport",Railways Passengers,8439
India,2019-20,"9.1.2: Passenger and freight volumes, by mode of transport",Railways Passengers,8086
India,2015-16,"9.1.2: Passenger and freight volumes, by mode of transport",Railways Freight,655605
India,2016-17,"9.1.2: Passenger and freight volumes, by mode of transport",Railways Freight,620858
India,2017-18,"9.1.2: Passenger and freight volumes, by mode of transport",Railways Freight,693281
India,2018-19,"9.1.2: Passenger and freight volumes, by mode of transport",Railways Freight,738923
India,2019-20,"9.1.2: Passenger and freight volumes, by mode of transport",Railways Freight,708034
India,2015-16,"9.1.2: Passenger and freight volumes, by mode of transport",Airline Domestic - Passengers,85.2
India,2016-17,"9.1.2: Passenger and freight volumes, by mode of transport",Airline Domestic - Passengers,103.75
India,2017-18,"9.1.2: Passenger and freight volumes, by mode of transport",Airline Domestic - Passengers,123.32
India,2018-19,"9.1.2: Passenger and freight volumes, by mode of transport",Airline Domestic - Passengers,140.33
India,2019-20,"9.1.2: Passenger and freight volumes, by mode of transport",Airline Domestic - Passengers,141.2
India,2020-21,"9.1.2: Passenger and freight volumes, by mode of transport",Airline Domestic - Passengers,53.33
India,2015-16,"9.1.2: Passenger and freight volumes, by mode of transport",Airline Domestic - Cargo,0.62
India,2016-17,"9.1.2: Passenger and freight volumes, by mode of transport",Airline Domestic - Cargo,0.64
India,2017-18,"9.1.2: Passenger and freight volumes, by mode of transport",Airline Domestic - Cargo,0.7
India,2018-19,"9.1.2: Passenger and freight volumes, by mode of transport",Airline Domestic - Cargo,0.76
India,2019-20,"9.1.2: Passenger and freight volumes, by mode of transport",Airline Domestic - Cargo,0.73
India,2020-21,"9.1.2: Passenger and freight volumes, by mode of transport",Airline Domestic - Cargo,0.47
India,2015-16,"9.1.2: Passenger and freight volumes, by mode of transport",Airline International - Passengers,18.63
India,2016-17,"9.1.2: Passenger and freight volumes, by mode of transport",Airline International - Passengers,20.81
India,2017-18,"9.1.2: Passenger and freight volumes, by mode of transport",Airline International - Passengers,23.8
India,2018-19,"9.1.2: Passenger and freight volumes, by mode of transport",Airline International - Passengers,25.9
India,2019-20,"9.1.2: Passenger and freight volumes, by mode of transport",Airline International - Passengers,22.72
India,2020-21,"9.1.2: Passenger and freight volumes, by mode of transport",Airline International - Passengers,1.64
India,2015-16,"9.1.2: Passenger and freight volumes, by mode of transport",Airline International - Cargo,0.25
India,2016-17,"9.1.2: Passenger and freight volumes, by mode of transport",Airline International - Cargo,0.29
India,2017-18,"9.1.2: Passenger and freight volumes, by mode of transport",Airline International - Cargo,0.37
India,2018-19,"9.1.2: Passenger and freight volumes, by mode of transport",Airline International - Cargo,0.38
India,2019-20,"9.1.2: Passenger and freight volumes, by mode of transport",Airline International - Cargo,0.22
India,2020-21,"9.1.2: Passenger and freight volumes, by mode of transport",Airline International - Cargo,0.04
India,2015-16,9.1.3: Gross Capital Formation by industry of use,Current Prices,4219570
India,2016-17,9.1.3: Gross Capital Formation by industry of use,Current Prices,4476754
India,2017-18,9.1.3: Gross Capital Formation by industry of use,Current Prices,5053181
India,2018-19,9.1.3: Gross Capital Formation by industry of use,Current Prices,5830943
India,2019-20,9.1.3: Gross Capital Formation by industry of use,Current Prices,6045754
India,2015-16,9.1.3: Gross Capital Formation by industry of use,Constant Prices,3731740
India,2016-17,9.1.3: Gross Capital Formation by industry of use,Constant Prices,3910207
India,2017-18,9.1.3: Gross Capital Formation by industry of use,Constant Prices,4289515
India,2018-19,9.1.3: Gross Capital Formation by industry of use,Constant Prices,4748844
India,2019-20,9.1.3: Gross Capital Formation by industry of use,Constant Prices,4888802
India,2015-16,9.2.1: Manufacturing Value Added (MVA) as a proportion of Gross Domestic Product (GDP) and per capita,Per capita,1483.9
India,2016-17,9.2.1: Manufacturing Value Added (MVA) as a proportion of Gross Domestic Product (GDP) and per capita,Per capita,1581.8
India,2017-18,9.2.1: Manufacturing Value Added (MVA) as a proportion of Gross Domestic Product (GDP) and per capita,Per capita,1681.45
India,2018-19,9.2.1: Manufacturing Value Added (MVA) as a proportion of Gross Domestic Product (GDP) and per capita,Per capita,1752.88
India,2019-20,9.2.1: Manufacturing Value Added (MVA) as a proportion of Gross Domestic Product (GDP) and per capita,Per capita,1692.34
India,2020-21,9.2.1: Manufacturing Value Added (MVA) as a proportion of Gross Domestic Product (GDP) and per capita,Per capita,1534.71
India,2015-16,9.2.1: Manufacturing Value Added (MVA) as a proportion of Gross Domestic Product (GDP) and per capita,At constant price,16.75
India,2016-17,9.2.1: Manufacturing Value Added (MVA) as a proportion of Gross Domestic Product (GDP) and per capita,At constant price,16.69
India,2017-18,9.2.1: Manufacturing Value Added (MVA) as a proportion of Gross Domestic Product (GDP) and per capita,At constant price,16.81
India,2018-19,9.2.1: Manufacturing Value Added (MVA) as a proportion of Gross Domestic Product (GDP) and per capita,At constant price,16.61
India,2019-20,9.2.1: Manufacturing Value Added (MVA) as a proportion of Gross Domestic Product (GDP) and per capita,At constant price,15.58
India,2020-21,9.2.1: Manufacturing Value Added (MVA) as a proportion of Gross Domestic Product (GDP) and per capita,At constant price,15.51
India,2015-16,9.2.1: Manufacturing Value Added (MVA) as a proportion of Gross Domestic Product (GDP) and per capita,At current price,15.58
India,2016-17,9.2.1: Manufacturing Value Added (MVA) as a proportion of Gross Domestic Product (GDP) and per capita,At current price,15.16
India,2017-18,9.2.1: Manufacturing Value Added (MVA) as a proportion of Gross Domestic Product (GDP) and per capita,At current price,15.02
India,2018-19,9.2.1: Manufacturing Value Added (MVA) as a proportion of Gross Domestic Product (GDP) and per capita,At current price,14.85
India,2019-20,9.2.1: Manufacturing Value Added (MVA) as a proportion of Gross Domestic Product (GDP) and per capita,At current price,13.33
India,2020-21,9.2.1: Manufacturing Value Added (MVA) as a proportion of Gross Domestic Product (GDP) and per capita,At current price,12.96
India,2017-18,9.2.2: Manufacturing employment as a proportion of total employment,Total Person,12.13
India,2018-19,9.2.2: Manufacturing employment as a proportion of total employment,Total Person,12.07
India,2015-16,9.2.3: Percentage Share of GVA in Manufacturing to Total GVA,GVA,17.1
India,2016-17,9.2.3: Percentage Share of GVA in Manufacturing to Total GVA,GVA,16.7
India,2017-18,9.2.3: Percentage Share of GVA in Manufacturing to Total GVA,GVA,16.6
India,2018-19,9.2.3: Percentage Share of GVA in Manufacturing to Total GVA,GVA,16.3
India,2019-20,9.2.3: Percentage Share of GVA in Manufacturing to Total GVA,GVA,14.7
India,2020-21,9.2.3: Percentage Share of GVA in Manufacturing to Total GVA,GVA,14.4
India,2015-16,"9.3.1: Share of household sector in total industry value added, (in percentage)",Total,43.7
India,2016-17,"9.3.1: Share of household sector in total industry value added, (in percentage)",Total,43.71
India,2017-18,"9.3.1: Share of household sector in total industry value added, (in percentage)",Total,44.07
India,2018-19,"9.3.1: Share of household sector in total industry value added, (in percentage)",Total,43.95
India,2019-20,"9.3.1: Share of household sector in total industry value added, (in percentage)",Total,44.3
India,2015-16,"9.3.2: Percentage of credit flow MSME (as a percentage of Total Adjusted Net Bank Credit), (in percentage)",Total,18.18
India,2016-17,"9.3.2: Percentage of credit flow MSME (as a percentage of Total Adjusted Net Bank Credit), (in percentage)",Total,17.29
India,2017-18,"9.3.2: Percentage of credit flow MSME (as a percentage of Total Adjusted Net Bank Credit), (in percentage)",Total,16.84
India,2018-19,"9.3.2: Percentage of credit flow MSME (as a percentage of Total Adjusted Net Bank Credit), (in percentage)",Total,17.32
India,2019-20,"9.3.2: Percentage of credit flow MSME (as a percentage of Total Adjusted Net Bank Credit), (in percentage)",Total,16.39
India,2015-16,9.4.1: Total CO2 emissions of power sector per unit of GDP(in Tonne/Rupees Crore),Total,61.45
India,2016-17,9.4.1: Total CO2 emissions of power sector per unit of GDP(in Tonne/Rupees Crore),Total,57.71
India,2017-18,9.4.1: Total CO2 emissions of power sector per unit of GDP(in Tonne/Rupees Crore),Total,53.94
India,2018-19,9.4.1: Total CO2 emissions of power sector per unit of GDP(in Tonne/Rupees Crore),Total,50.65
India,2016-17,"9.4.2: Energy use intensity of manufacturing value added, (Tonne of Oil Equivalent /000� rupees)",Total,0.0094
India,2017-18,"9.4.2: Energy use intensity of manufacturing value added, (Tonne of Oil Equivalent /000� rupees)",Total,0.0088
India,2018-19,"9.4.2: Energy use intensity of manufacturing value added, (Tonne of Oil Equivalent /000� rupees)",Total,0.0086
India,2015-16,9.5.1: Research and development expenditure as a proportion of GDP,Total,3.52
India,2016-17,9.5.1: Research and development expenditure as a proportion of GDP,Total,3.82
India,2017-18,9.5.1: Research and development expenditure as a proportion of GDP,Total,3.29
India,2018-19,9.5.1: Research and development expenditure as a proportion of GDP,Total,3.37
India,2019-20,9.5.1: Research and development expenditure as a proportion of GDP,Total,3.75
India,2015-16,9.5.2: Researchers (in full time equivalent) per million population,Total,218
India,2017-18,9.5.2: Researchers (in full time equivalent) per million population,Total,255
India,2015-16,"9.5.3: Total number of patents issued (granted), (similar to Indicator 8.2.2 and 8.3.2) )",Total,6326
India,2016-17,"9.5.3: Total number of patents issued (granted), (similar to Indicator 8.2.2 and 8.3.2) )",Total,9847
India,2017-18,"9.5.3: Total number of patents issued (granted), (similar to Indicator 8.2.2 and 8.3.2) )",Total,13045
India,2018-19,"9.5.3: Total number of patents issued (granted), (similar to Indicator 8.2.2 and 8.3.2) )",Total,15283
India,2019-20,"9.5.3: Total number of patents issued (granted), (similar to Indicator 8.2.2 and 8.3.2) )",Total,24936
India,2020-21,"9.5.3: Total number of patents issued (granted), (similar to Indicator 8.2.2 and 8.3.2) )",Total,28391
India,2015-16,"9.b.1: Share of IPP in total Gross Fixed Capital Formation, (in percentage)",Total,12.26
India,2016-17,"9.b.1: Share of IPP in total Gross Fixed Capital Formation, (in percentage)",Total,13.55
India,2017-18,"9.b.1: Share of IPP in total Gross Fixed Capital Formation, (in percentage)",Total,11.69
India,2018-19,"9.b.1: Share of IPP in total Gross Fixed Capital Formation, (in percentage)",Total,11.53
India,2019-20,"9.b.1: Share of IPP in total Gross Fixed Capital Formation, (in percentage)",Total,13.03
India,2015-16,"9.b.2: Share of GVA of Information and Computer related activities in total GVA, (in percentage)",Current Prices,4.17
India,2015-16,"9.b.2: Share of GVA of Information and Computer related activities in total GVA, (in percentage)",Constant Prices,4.54
India,2016-17,"9.b.2: Share of GVA of Information and Computer related activities in total GVA, (in percentage)",Current Prices,4.45
India,2016-17,"9.b.2: Share of GVA of Information and Computer related activities in total GVA, (in percentage)",Constant Prices,4.9
India,2017-18,"9.b.2: Share of GVA of Information and Computer related activities in total GVA, (in percentage)",Current Prices,4.26
India,2017-18,"9.b.2: Share of GVA of Information and Computer related activities in total GVA, (in percentage)",Constant Prices,4.76
India,2018-19,"9.b.2: Share of GVA of Information and Computer related activities in total GVA, (in percentage)",Current Prices,4.49
India,2018-19,"9.b.2: Share of GVA of Information and Computer related activities in total GVA, (in percentage)",Constant Prices,5.02
India,2019-20,"9.b.2: Share of GVA of Information and Computer related activities in total GVA, (in percentage)",Current Prices,4.71
India,2019-20,"9.b.2: Share of GVA of Information and Computer related activities in total GVA, (in percentage)",Constant Prices,5.35
India,2015-16,9.c.1: Number of Internet Subscription as percentage of total population,Total,26.98
India,2016-17,9.c.1: Number of Internet Subscription as percentage of total population,Total,32.86
India,2017-18,9.c.1: Number of Internet Subscription as percentage of total population,Total,38.02
India,2018-19,9.c.1: Number of Internet Subscription as percentage of total population,Total,48.48
India,2019-20,9.c.1: Number of Internet Subscription as percentage of total population,Total,54.29
India,2015-16,"9.c.2: No. of Broadband Subscribers per 10,000 persons",Total,1179
India,2016-17,"9.c.2: No. of Broadband Subscribers per 10,000 persons",Total,2152
India,2017-18,"9.c.2: No. of Broadband Subscribers per 10,000 persons",Total,3176
India,2018-19,"9.c.2: No. of Broadband Subscribers per 10,000 persons",Total,4289
